"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Afghanistan","Iraq","2004","3","","3",""
"Afghanistan","Islamic Rep. of Iran","2004","26","","26",""
"Afghanistan","Pakistan","2004","1","","1",""
"Albania","Iraq","2004","9","9","9","9"
"Albania","Islamic Rep. of Iran","2004","1","1","1","1"
"Albania","Rep. of Moldova","2004","1","1","1","1"
"Albania","Serbia (and Kosovo: S/RES/1244 (1999))","2004","33","33","33","33"
"Albania","Turkey","2004","7","7","7","7"
"Algeria","Burundi","2004","1","","1",""
"Algeria","Cameroon","2004","5","1","5","1"
"Algeria","Congo","2004","4","","4",""
"Algeria","Côte d'Ivoire","2004","3","","3",""
"Algeria","Dem. Rep. of the Congo","2004","5","4","5","4"
"Algeria","Iraq","2004","6","6","6","6"
"Algeria","Liberia","2004","6","2","6","2"
"Algeria","Libya","2004","6","6","6","6"
"Algeria","Somalia","2004","4","4","4","4"
"Algeria","State of Palestine","2004","4005","","4005",""
"Algeria","Syrian Arab Rep.","2004","3","3","3","3"
"Algeria","Western Sahara","2004","165000","155430","165000","155430"
"Angola","Algeria","2004","1","","1",""
"Angola","Burundi","2004","12","","12",""
"Angola","Central African Rep.","2004","6","","6",""
"Angola","Chad","2004","62","","62",""
"Angola","Congo","2004","45","4","45","4"
"Angola","Côte d'Ivoire","2004","20","1","20","1"
"Angola","Dem. Rep. of the Congo","2004","13510","10751","13510","10751"
"Angola","Guinea","2004","2","","2",""
"Angola","Guinea-Bissau","2004","1","","1",""
"Angola","Iraq","2004","1","","1",""
"Angola","Liberia","2004","41","","41",""
"Angola","Mauritania","2004","5","","5",""
"Angola","Rwanda","2004","148","11","148","11"
"Angola","Sierra Leone","2004","68","","68",""
"Angola","Somalia","2004","6","","6",""
"Angola","Sudan","2004","35","","35",""
"Angola","Uganda","2004","1","","1",""
"Angola","United Rep. of Tanzania","2004","4","","4",""
"Angola","Zambia","2004","2","","2",""
"Argentina","Albania","2004","13","8","13","8"
"Argentina","Algeria","2004","57","3","57","3"
"Argentina","Angola","2004","13","7","13","7"
"Argentina","Armenia","2004","63","29","63","29"
"Argentina","Bangladesh","2004","8","3","8","3"
"Argentina","Belarus","2004","1","","1",""
"Argentina","Bolivia (Plurinational State of)","2004","1","","1",""
"Argentina","Bosnia and Herzegovina","2004","8","","8",""
"Argentina","Bulgaria","2004","1","","1",""
"Argentina","Burundi","2004","2","2","2","2"
"Argentina","Cambodia","2004","51","28","51","28"
"Argentina","Chad","2004","1","","1",""
"Argentina","Chile","2004","13","2","13","2"
"Argentina","Colombia","2004","34","15","34","15"
"Argentina","Cuba","2004","232","43","232","43"
"Argentina","Dem. Rep. of the Congo","2004","11","3","11","3"
"Argentina","Estonia","2004","2","","2",""
"Argentina","Ethiopia","2004","4","2","4","2"
"Argentina","Georgia","2004","5","5","5","5"
"Argentina","Ghana","2004","5","5","5","5"
"Argentina","Guinea","2004","16","12","16","12"
"Argentina","Haiti","2004","14","13","14","13"
"Argentina","India","2004","25","4","25","4"
"Argentina","Iraq","2004","24","11","24","11"
"Argentina","Islamic Rep. of Iran","2004","28","1","28","1"
"Argentina","Kazakhstan","2004","88","2","88","2"
"Argentina","Kyrgyzstan","2004","3","3","3","3"
"Argentina","Lao People's Dem. Rep.","2004","1329","19","1329","19"
"Argentina","Latvia","2004","2","2","2","2"
"Argentina","Lebanon","2004","4","","4",""
"Argentina","Liberia","2004","63","18","63","18"
"Argentina","Lithuania","2004","2","1","2","1"
"Argentina","Mali","2004","22","11","22","11"
"Argentina","Mauritania","2004","1","1","1","1"
"Argentina","Nicaragua","2004","6","2","6","2"
"Argentina","Niger","2004","1","","1",""
"Argentina","Nigeria","2004","31","7","31","7"
"Argentina","Pakistan","2004","42","16","42","16"
"Argentina","Paraguay","2004","1","","1",""
"Argentina","Peru","2004","418","340","418","340"
"Argentina","Romania","2004","1","","1",""
"Argentina","Russian Federation","2004","34","13","34","13"
"Argentina","Senegal","2004","65","35","65","35"
"Argentina","Serbia (and Kosovo: S/RES/1244 (1999))","2004","9","6","9","6"
"Argentina","Sierra Leone","2004","71","48","71","48"
"Argentina","South Africa","2004","2","2","2","2"
"Argentina","Sri Lanka","2004","37","","37",""
"Argentina","Sudan","2004","1","","1",""
"Argentina","Turkey","2004","5","3","5","3"
"Argentina","Ukraine","2004","10","5","10","5"
"Argentina","Uruguay","2004","1","","1",""
"Argentina","Viet Nam","2004","33","4","33","4"
"Argentina","Zimbabwe","2004","2","","2",""
"Armenia","Azerbaijan","2004","235101","50000","235101","50000"
"Armenia","Georgia","2004","1","1","1","1"
"Armenia","Iraq","2004","127","127","127","127"
"Armenia","Islamic Rep. of Iran","2004","3","3","3","3"
"Armenia","Russian Federation","2004","2","","2",""
"Armenia","Turkey","2004","1","1","1","1"
"Australia","Afghanistan","2004","8037","","8037",""
"Australia","Albania","2004","22","","22",""
"Australia","Algeria","2004","67","","67",""
"Australia","Angola","2004","3","","3",""
"Australia","Armenia","2004","4","","4",""
"Australia","Azerbaijan","2004","2","","2",""
"Australia","Bahrain","2004","4","","4",""
"Australia","Bangladesh","2004","68","","68",""
"Australia","Belarus","2004","13","","13",""
"Australia","Bhutan","2004","3","","3",""
"Australia","Bosnia and Herzegovina","2004","1367","","1367",""
"Australia","Brazil","2004","8","","8",""
"Australia","Bulgaria","2004","4","","4",""
"Australia","Burundi","2004","369","","369",""
"Australia","Cambodia","2004","20","","20",""
"Australia","Cameroon","2004","3","","3",""
"Australia","Canada","2004","3","","3",""
"Australia","Chile","2004","1","","1",""
"Australia","China","2004","345","","345",""
"Australia","Colombia","2004","165","","165",""
"Australia","Congo","2004","464","","464",""
"Australia","Côte d'Ivoire","2004","78","","78",""
"Australia","Croatia","2004","2689","","2689",""
"Australia","Cuba","2004","7","","7",""
"Australia","Czech Rep.","2004","5","","5",""
"Australia","Dem. People's Rep. of Korea","2004","3","","3",""
"Australia","Dem. Rep. of the Congo","2004","44","","44",""
"Australia","Djibouti","2004","7","","7",""
"Australia","Ecuador","2004","9","","9",""
"Australia","Egypt","2004","735","","735",""
"Australia","El Salvador","2004","9","","9",""
"Australia","Eritrea","2004","590","","590",""
"Australia","Ethiopia","2004","1921","","1921",""
"Australia","Fiji","2004","12","","12",""
"Australia","France","2004","3","","3",""
"Australia","Georgia","2004","11","","11",""
"Australia","Germany","2004","11","","11",""
"Australia","Ghana","2004","31","","31",""
"Australia","Greece","2004","2","","2",""
"Australia","Guinea","2004","91","","91",""
"Australia","Guinea-Bissau","2004","1","","1",""
"Australia","Guyana","2004","1","","1",""
"Australia","Haiti","2004","6","","6",""
"Australia","India","2004","45","","45",""
"Australia","Indonesia","2004","1255","","1255",""
"Australia","Iraq","2004","11471","","11471",""
"Australia","Islamic Rep. of Iran","2004","2766","","2766",""
"Australia","Israel","2004","10","","10",""
"Australia","Jordan","2004","42","","42",""
"Australia","Kazakhstan","2004","6","","6",""
"Australia","Kenya","2004","589","","589",""
"Australia","Kuwait","2004","112","","112",""
"Australia","Kyrgyzstan","2004","16","","16",""
"Australia","Lao People's Dem. Rep.","2004","49","","49",""
"Australia","Lebanon","2004","306","","306",""
"Australia","Liberia","2004","1037","","1037",""
"Australia","Libya","2004","3","","3",""
"Australia","Malawi","2004","27","","27",""
"Australia","Malaysia","2004","5","","5",""
"Australia","Mali","2004","1","","1",""
"Australia","Mauritania","2004","4","","4",""
"Australia","Mauritius","2004","2","","2",""
"Australia","Mexico","2004","1","","1",""
"Australia","Mongolia","2004","4","","4",""
"Australia","Morocco","2004","5","","5",""
"Australia","Myanmar","2004","651","","651",""
"Australia","Nepal","2004","29","","29",""
"Australia","Nigeria","2004","29","","29",""
"Australia","Pakistan","2004","363","","363",""
"Australia","Papua New Guinea","2004","2","","2",""
"Australia","Peru","2004","10","","10",""
"Australia","Philippines","2004","7","","7",""
"Australia","Rep. of Korea","2004","2","","2",""
"Australia","Romania","2004","8","","8",""
"Australia","Russian Federation","2004","145","","145",""
"Australia","Rwanda","2004","144","","144",""
"Australia","Saudi Arabia","2004","5","","5",""
"Australia","Serbia (and Kosovo: S/RES/1244 (1999))","2004","5366","","5366",""
"Australia","Sierra Leone","2004","1422","","1422",""
"Australia","Singapore","2004","5","","5",""
"Australia","Slovenia","2004","3","","3",""
"Australia","Solomon Islands","2004","22","","22",""
"Australia","Somalia","2004","941","","941",""
"Australia","South Africa","2004","9","","9",""
"Australia","Sri Lanka","2004","694","","694",""
"Australia","State of Palestine","2004","130","","130",""
"Australia","Stateless","2004","102","","102",""
"Australia","Sudan","2004","16365","","16365",""
"Australia","Syrian Arab Rep.","2004","103","","103",""
"Australia","Tajikistan","2004","1","","1",""
"Australia","Thailand","2004","70","","70",""
"Australia","The former Yugoslav Rep. of Macedonia","2004","14","","14",""
"Australia","Timor-Leste","2004","221","","221",""
"Australia","Togo","2004","1","","1",""
"Australia","Tonga","2004","1","","1",""
"Australia","Tunisia","2004","15","","15",""
"Australia","Turkey","2004","399","","399",""
"Australia","Uganda","2004","239","","239",""
"Australia","Ukraine","2004","40","","40",""
"Australia","United Arab Emirates","2004","10","","10",""
"Australia","United Kingdom","2004","4","","4",""
"Australia","United Rep. of Tanzania","2004","149","","149",""
"Australia","United States","2004","1","","1",""
"Australia","Uzbekistan","2004","8","","8",""
"Australia","Various","2004","448","","448",""
"Australia","Viet Nam","2004","232","","232",""
"Australia","Yemen","2004","29","","29",""
"Australia","Zambia","2004","1","","1",""
"Australia","Zimbabwe","2004","42","","42",""
"Austria","Afghanistan","2004","2482","","2482",""
"Austria","Albania","2004","155","","155",""
"Austria","Algeria","2004","7","","7",""
"Austria","Angola","2004","79","","79",""
"Austria","Armenia","2004","111","","111",""
"Austria","Azerbaijan","2004","68","","68",""
"Austria","Bangladesh","2004","4","","4",""
"Austria","Belarus","2004","8","","8",""
"Austria","Bolivia (Plurinational State of)","2004","6","","6",""
"Austria","Bosnia and Herzegovina","2004","581","","581",""
"Austria","Bulgaria","2004","5","","5",""
"Austria","Burkina Faso","2004","1","","1",""
"Austria","Burundi","2004","13","","13",""
"Austria","Cambodia","2004","21","","21",""
"Austria","Cameroon","2004","61","","61",""
"Austria","Chad","2004","2","","2",""
"Austria","Chile","2004","2","","2",""
"Austria","China","2004","33","","33",""
"Austria","Colombia","2004","24","","24",""
"Austria","Congo","2004","38","","38",""
"Austria","Côte d'Ivoire","2004","7","","7",""
"Austria","Croatia","2004","30","","30",""
"Austria","Cuba","2004","1","","1",""
"Austria","Czech Rep.","2004","4","","4",""
"Austria","Dem. Rep. of the Congo","2004","271","","271",""
"Austria","Egypt","2004","29","","29",""
"Austria","Eritrea","2004","13","","13",""
"Austria","Ethiopia","2004","70","","70",""
"Austria","France","2004","1","","1",""
"Austria","Gambia","2004","13","","13",""
"Austria","Georgia","2004","153","","153",""
"Austria","Ghana","2004","29","","29",""
"Austria","Guinea","2004","15","","15",""
"Austria","Hungary","2004","1","","1",""
"Austria","India","2004","3","","3",""
"Austria","Indonesia","2004","4","","4",""
"Austria","Iraq","2004","1429","","1429",""
"Austria","Islamic Rep. of Iran","2004","1445","","1445",""
"Austria","Jordan","2004","2","","2",""
"Austria","Kazakhstan","2004","13","","13",""
"Austria","Kyrgyzstan","2004","25","","25",""
"Austria","Lao People's Dem. Rep.","2004","9","","9",""
"Austria","Lebanon","2004","17","","17",""
"Austria","Liberia","2004","19","","19",""
"Austria","Libya","2004","2","","2",""
"Austria","Mauritania","2004","2","","2",""
"Austria","Mongolia","2004","10","","10",""
"Austria","Morocco","2004","1","","1",""
"Austria","Nepal","2004","1","","1",""
"Austria","Nigeria","2004","48","","48",""
"Austria","Pakistan","2004","16","","16",""
"Austria","Peru","2004","1","","1",""
"Austria","Philippines","2004","2","","2",""
"Austria","Poland","2004","4","","4",""
"Austria","Rep. of Moldova","2004","19","","19",""
"Austria","Romania","2004","118","","118",""
"Austria","Russian Federation","2004","4152","","4152",""
"Austria","Rwanda","2004","91","","91",""
"Austria","Senegal","2004","2","","2",""
"Austria","Serbia (and Kosovo: S/RES/1244 (1999))","2004","4715","","4715",""
"Austria","Sierra Leone","2004","42","","42",""
"Austria","Slovakia","2004","4","","4",""
"Austria","Slovenia","2004","1","","1",""
"Austria","Somalia","2004","93","","93",""
"Austria","Sri Lanka","2004","6","","6",""
"Austria","Stateless","2004","73","","73",""
"Austria","Sudan","2004","79","","79",""
"Austria","Syrian Arab Rep.","2004","75","","75",""
"Austria","Tajikistan","2004","37","","37",""
"Austria","The former Yugoslav Rep. of Macedonia","2004","31","","31",""
"Austria","Togo","2004","14","","14",""
"Austria","Tunisia","2004","40","","40",""
"Austria","Turkey","2004","450","","450",""
"Austria","Turkmenistan","2004","11","","11",""
"Austria","Uganda","2004","9","","9",""
"Austria","Ukraine","2004","65","","65",""
"Austria","Uzbekistan","2004","17","","17",""
"Austria","Various","2004","139","","139",""
"Austria","Viet Nam","2004","118","","118",""
"Austria","Yemen","2004","1","","1",""
"Austria","Zimbabwe","2004","2","","2",""
"Azerbaijan","Afghanistan","2004","148","148","148","148"
"Azerbaijan","China","2004","1","1","1","1"
"Azerbaijan","Iraq","2004","24","24","24","24"
"Azerbaijan","Islamic Rep. of Iran","2004","47","47","47","47"
"Azerbaijan","Jordan","2004","1","1","1","1"
"Azerbaijan","Pakistan","2004","1","1","1","1"
"Azerbaijan","Russian Federation","2004","8367","8367","8367","8367"
"Azerbaijan","Somalia","2004","4","4","4","4"
"Azerbaijan","State of Palestine","2004","8","8","8","8"
"Azerbaijan","Syrian Arab Rep.","2004","2","2","2","2"
"Azerbaijan","Turkmenistan","2004","3","3","3","3"
"Bangladesh","Afghanistan","2004","1","","1",""
"Bangladesh","Islamic Rep. of Iran","2004","27","","27",""
"Bangladesh","Myanmar","2004","20402","20331","20402","20331"
"Bangladesh","Sierra Leone","2004","3","2","3","2"
"Bangladesh","Somalia","2004","16","5","16","5"
"Belarus","Afghanistan","2004","534","261","534","261"
"Belarus","Armenia","2004","1","1","1","1"
"Belarus","Azerbaijan","2004","27","4","27","4"
"Belarus","Ethiopia","2004","19","12","19","12"
"Belarus","Georgia","2004","107","14","107","14"
"Belarus","India","2004","1","1","1","1"
"Belarus","Iraq","2004","6","5","6","5"
"Belarus","Islamic Rep. of Iran","2004","2","1","2","1"
"Belarus","Liberia","2004","1","","1",""
"Belarus","Rwanda","2004","1","","1",""
"Belarus","State of Palestine","2004","8","","8",""
"Belarus","Tajikistan","2004","18","5","18","5"
"Belgium","Afghanistan","2004","536","","536",""
"Belgium","Albania","2004","203","","203",""
"Belgium","Algeria","2004","132","","132",""
"Belgium","Angola","2004","134","","134",""
"Belgium","Armenia","2004","25","","25",""
"Belgium","Azerbaijan","2004","33","","33",""
"Belgium","Bangladesh","2004","5","","5",""
"Belgium","Belarus","2004","105","","105",""
"Belgium","Benin","2004","1","","1",""
"Belgium","Bolivia (Plurinational State of)","2004","12","","12",""
"Belgium","Bosnia and Herzegovina","2004","149","","149",""
"Belgium","Brazil","2004","1","","1",""
"Belgium","Bulgaria","2004","31","","31",""
"Belgium","Burkina Faso","2004","3","","3",""
"Belgium","Burundi","2004","263","","263",""
"Belgium","Cambodia","2004","33","","33",""
"Belgium","Cameroon","2004","27","","27",""
"Belgium","Central African Rep.","2004","1","","1",""
"Belgium","Chad","2004","8","","8",""
"Belgium","Chile","2004","101","","101",""
"Belgium","China","2004","33","","33",""
"Belgium","Colombia","2004","44","","44",""
"Belgium","Congo","2004","44","","44",""
"Belgium","Côte d'Ivoire","2004","16","","16",""
"Belgium","Croatia","2004","15","","15",""
"Belgium","Cuba","2004","3","","3",""
"Belgium","Czech Rep.","2004","26","","26",""
"Belgium","Dem. Rep. of the Congo","2004","878","","878",""
"Belgium","Djibouti","2004","58","","58",""
"Belgium","Dominican Rep.","2004","1","","1",""
"Belgium","Ecuador","2004","4","","4",""
"Belgium","Egypt","2004","1","","1",""
"Belgium","El Salvador","2004","2","","2",""
"Belgium","Estonia","2004","3","","3",""
"Belgium","Ethiopia","2004","23","","23",""
"Belgium","Georgia","2004","30","","30",""
"Belgium","Germany","2004","6","","6",""
"Belgium","Ghana","2004","6","","6",""
"Belgium","Greece","2004","1","","1",""
"Belgium","Guatemala","2004","7","","7",""
"Belgium","Guinea","2004","37","","37",""
"Belgium","Guinea-Bissau","2004","9","","9",""
"Belgium","Haiti","2004","5","","5",""
"Belgium","Hungary","2004","169","","169",""
"Belgium","India","2004","8","","8",""
"Belgium","Iraq","2004","167","","167",""
"Belgium","Islamic Rep. of Iran","2004","207","","207",""
"Belgium","Israel","2004","4","","4",""
"Belgium","Jordan","2004","10","","10",""
"Belgium","Kazakhstan","2004","32","","32",""
"Belgium","Kenya","2004","2","","2",""
"Belgium","Kyrgyzstan","2004","20","","20",""
"Belgium","Lao People's Dem. Rep.","2004","35","","35",""
"Belgium","Latvia","2004","21","","21",""
"Belgium","Lebanon","2004","34","","34",""
"Belgium","Liberia","2004","16","","16",""
"Belgium","Lithuania","2004","25","","25",""
"Belgium","Madagascar","2004","1","","1",""
"Belgium","Mauritania","2004","30","","30",""
"Belgium","Morocco","2004","8","","8",""
"Belgium","Myanmar","2004","4","","4",""
"Belgium","Namibia","2004","2","","2",""
"Belgium","Nepal","2004","6","","6",""
"Belgium","Niger","2004","4","","4",""
"Belgium","Nigeria","2004","1","","1",""
"Belgium","Pakistan","2004","44","","44",""
"Belgium","Peru","2004","4","","4",""
"Belgium","Poland","2004","525","","525",""
"Belgium","Portugal","2004","1","","1",""
"Belgium","Rep. of Moldova","2004","6","","6",""
"Belgium","Romania","2004","47","","47",""
"Belgium","Russian Federation","2004","1081","","1081",""
"Belgium","Rwanda","2004","1795","","1795",""
"Belgium","Senegal","2004","4","","4",""
"Belgium","Serbia (and Kosovo: S/RES/1244 (1999))","2004","1872","","1872",""
"Belgium","Sierra Leone","2004","9","","9",""
"Belgium","Somalia","2004","119","","119",""
"Belgium","South Africa","2004","2","","2",""
"Belgium","Spain","2004","3","","3",""
"Belgium","Sri Lanka","2004","4","","4",""
"Belgium","State of Palestine","2004","26","","26",""
"Belgium","Stateless","2004","338","","338",""
"Belgium","Sudan","2004","13","","13",""
"Belgium","Syrian Arab Rep.","2004","80","","80",""
"Belgium","The former Yugoslav Rep. of Macedonia","2004","36","","36",""
"Belgium","Tibetans","2004","2","","2",""
"Belgium","Togo","2004","19","","19",""
"Belgium","Tunisia","2004","13","","13",""
"Belgium","Turkey","2004","519","","519",""
"Belgium","Uganda","2004","1","","1",""
"Belgium","Ukraine","2004","144","","144",""
"Belgium","Uruguay","2004","5","","5",""
"Belgium","Uzbekistan","2004","41","","41",""
"Belgium","Various","2004","2783","","2783",""
"Belgium","Viet Nam","2004","130","","130",""
"Belgium","Yemen","2004","2","","2",""
"Belize","El Salvador","2004","620","","620",""
"Belize","Guatemala","2004","32","","32",""
"Belize","Honduras","2004","12","","12",""
"Belize","Nicaragua","2004","68","","68",""
"Benin","Algeria","2004","7","7","7","7"
"Benin","Angola","2004","3","3","3","3"
"Benin","Bosnia and Herzegovina","2004","3","3","3","3"
"Benin","Burkina Faso","2004","6","6","6","6"
"Benin","Burundi","2004","118","118","118","118"
"Benin","Cameroon","2004","54","54","54","54"
"Benin","Central African Rep.","2004","42","42","42","42"
"Benin","Chad","2004","409","409","409","409"
"Benin","Comoros","2004","3","3","3","3"
"Benin","Congo","2004","1140","1140","1140","1140"
"Benin","Côte d'Ivoire","2004","103","103","103","103"
"Benin","Cuba","2004","1","1","1","1"
"Benin","Dem. Rep. of the Congo","2004","842","842","842","842"
"Benin","Equatorial Guinea","2004","13","13","13","13"
"Benin","Ethiopia","2004","16","16","16","16"
"Benin","Ghana","2004","2","2","2","2"
"Benin","Guinea","2004","8","8","8","8"
"Benin","Guinea-Bissau","2004","3","3","3","3"
"Benin","Iraq","2004","7","7","7","7"
"Benin","Islamic Rep. of Iran","2004","1","1","1","1"
"Benin","Liberia","2004","15","15","15","15"
"Benin","Niger","2004","2","2","2","2"
"Benin","Nigeria","2004","238","238","238","238"
"Benin","Oman","2004","2","2","2","2"
"Benin","Rwanda","2004","601","601","601","601"
"Benin","Sierra Leone","2004","5","5","5","5"
"Benin","Somalia","2004","1","1","1","1"
"Benin","Sudan","2004","51","51","51","51"
"Benin","Syrian Arab Rep.","2004","1","1","1","1"
"Benin","Togo","2004","1100","1100","1100","1100"
"Benin","Uganda","2004","5","5","5","5"
"Bolivia (Plurinational State of)","Colombia","2004","13","13","13","13"
"Bolivia (Plurinational State of)","Cuba","2004","35","2","35","2"
"Bolivia (Plurinational State of)","Ecuador","2004","2","2","2","2"
"Bolivia (Plurinational State of)","Iraq","2004","15","15","15","15"
"Bolivia (Plurinational State of)","Islamic Rep. of Iran","2004","3","3","3","3"
"Bolivia (Plurinational State of)","Peru","2004","443","271","443","271"
"Bolivia (Plurinational State of)","Russian Federation","2004","13","","13",""
"Bosnia and Herzegovina","Croatia","2004","19213","","19213",""
"Bosnia and Herzegovina","Islamic Rep. of Iran","2004","1","1","1","1"
"Bosnia and Herzegovina","Rep. of Moldova","2004","5","","5",""
"Bosnia and Herzegovina","Serbia (and Kosovo: S/RES/1244 (1999))","2004","2991","618","2991","618"
"Bosnia and Herzegovina","State of Palestine","2004","2","1","2","1"
"Bosnia and Herzegovina","Syrian Arab Rep.","2004","1","","1",""
"Bosnia and Herzegovina","Tunisia","2004","1","1","1","1"
"Bosnia and Herzegovina","Ukraine","2004","1","","1",""
"Botswana","Algeria","2004","1","1","1","1"
"Botswana","Angola","2004","750","737","750","737"
"Botswana","Burundi","2004","56","48","56","48"
"Botswana","Comoros","2004","1","1","1","1"
"Botswana","Dem. Rep. of the Congo","2004","38","35","38","35"
"Botswana","Eritrea","2004","2","2","2","2"
"Botswana","Ethiopia","2004","15","15","15","15"
"Botswana","Kenya","2004","11","11","11","11"
"Botswana","Liberia","2004","1","1","1","1"
"Botswana","Namibia","2004","1256","1245","1256","1245"
"Botswana","Rwanda","2004","37","35","37","35"
"Botswana","Sierra Leone","2004","2","2","2","2"
"Botswana","Somalia","2004","599","599","599","599"
"Botswana","Sudan","2004","6","6","6","6"
"Botswana","Uganda","2004","39","30","39","30"
"Botswana","Zambia","2004","1","1","1","1"
"Botswana","Zimbabwe","2004","24","24","24","24"
"Brazil","Afghanistan","2004","11","11","11","11"
"Brazil","Algeria","2004","5","1","5","1"
"Brazil","Angola","2004","2005","1428","2005","1428"
"Brazil","Argentina","2004","7","7","7","7"
"Brazil","Armenia","2004","3","3","3","3"
"Brazil","Bosnia and Herzegovina","2004","13","4","13","4"
"Brazil","Burkina Faso","2004","2","","2",""
"Brazil","Burundi","2004","21","17","21","17"
"Brazil","Cameroon","2004","6","6","6","6"
"Brazil","Colombia","2004","132","128","132","128"
"Brazil","Congo","2004","2","","2",""
"Brazil","Côte d'Ivoire","2004","4","4","4","4"
"Brazil","Croatia","2004","18","2","18","2"
"Brazil","Cuba","2004","93","35","93","35"
"Brazil","Dem. Rep. of the Congo","2004","185","148","185","148"
"Brazil","Egypt","2004","4","1","4","1"
"Brazil","El Salvador","2004","3","3","3","3"
"Brazil","Ethiopia","2004","5","2","5","2"
"Brazil","Georgia","2004","9","7","9","7"
"Brazil","Ghana","2004","4","4","4","4"
"Brazil","Guinea-Bissau","2004","9","6","9","6"
"Brazil","Haiti","2004","2","2","2","2"
"Brazil","Iraq","2004","75","51","75","51"
"Brazil","Islamic Rep. of Iran","2004","23","7","23","7"
"Brazil","Lebanon","2004","14","","14",""
"Brazil","Liberia","2004","284","168","284","168"
"Brazil","Libya","2004","2","2","2","2"
"Brazil","Macao SAR, China","2004","5","3","5","3"
"Brazil","Mali","2004","1","1","1","1"
"Brazil","Mauritania","2004","2","2","2","2"
"Brazil","Mongolia","2004","2","1","2","1"
"Brazil","Morocco","2004","5","3","5","3"
"Brazil","Mozambique","2004","1","","1",""
"Brazil","Nigeria","2004","27","11","27","11"
"Brazil","Pakistan","2004","9","9","9","9"
"Brazil","Paraguay","2004","6","6","6","6"
"Brazil","Peru","2004","39","12","39","12"
"Brazil","Romania","2004","1","","1",""
"Brazil","Russian Federation","2004","3","","3",""
"Brazil","Rwanda","2004","16","6","16","6"
"Brazil","Serbia (and Kosovo: S/RES/1244 (1999))","2004","64","27","64","27"
"Brazil","Sierra Leone","2004","151","96","151","96"
"Brazil","Somalia","2004","15","8","15","8"
"Brazil","South Africa","2004","1","","1",""
"Brazil","Sri Lanka","2004","2","1","2","1"
"Brazil","State of Palestine","2004","14","14","14","14"
"Brazil","Sudan","2004","25","17","25","17"
"Brazil","Syrian Arab Rep.","2004","5","1","5","1"
"Brazil","United Rep. of Tanzania","2004","7","7","7","7"
"Brazil","Viet Nam","2004","2","","2",""
"Brazil","Zimbabwe","2004","1","1","1","1"
"Bulgaria","Afghanistan","2004","1908","","1908",""
"Bulgaria","Albania","2004","14","","14",""
"Bulgaria","Algeria","2004","23","","23",""
"Bulgaria","Angola","2004","7","","7",""
"Bulgaria","Armenia","2004","7","","7",""
"Bulgaria","Azerbaijan","2004","2","","2",""
"Bulgaria","Bangladesh","2004","12","","12",""
"Bulgaria","Belarus","2004","1","","1",""
"Bulgaria","Benin","2004","2","","2",""
"Bulgaria","Bosnia and Herzegovina","2004","13","","13",""
"Bulgaria","Burundi","2004","2","","2",""
"Bulgaria","Cameroon","2004","3","","3",""
"Bulgaria","Congo","2004","24","","24",""
"Bulgaria","Cuba","2004","4","","4",""
"Bulgaria","Dem. Rep. of the Congo","2004","25","","25",""
"Bulgaria","Egypt","2004","2","","2",""
"Bulgaria","Eritrea","2004","7","","7",""
"Bulgaria","Ethiopia","2004","60","","60",""
"Bulgaria","Georgia","2004","3","","3",""
"Bulgaria","Guinea","2004","3","","3",""
"Bulgaria","India","2004","2","","2",""
"Bulgaria","Iraq","2004","1152","","1152",""
"Bulgaria","Islamic Rep. of Iran","2004","208","","208",""
"Bulgaria","Jordan","2004","2","","2",""
"Bulgaria","Lebanon","2004","27","","27",""
"Bulgaria","Liberia","2004","12","","12",""
"Bulgaria","Macao SAR, China","2004","5","","5",""
"Bulgaria","Mali","2004","1","","1",""
"Bulgaria","Nigeria","2004","11","","11",""
"Bulgaria","Pakistan","2004","2","","2",""
"Bulgaria","Russian Federation","2004","11","","11",""
"Bulgaria","Rwanda","2004","3","","3",""
"Bulgaria","Senegal","2004","1","","1",""
"Bulgaria","Serbia (and Kosovo: S/RES/1244 (1999))","2004","389","","389",""
"Bulgaria","Sierra Leone","2004","12","","12",""
"Bulgaria","Somalia","2004","100","","100",""
"Bulgaria","Sri Lanka","2004","2","","2",""
"Bulgaria","State of Palestine","2004","19","","19",""
"Bulgaria","Stateless","2004","185","","185",""
"Bulgaria","Sudan","2004","163","","163",""
"Bulgaria","Syrian Arab Rep.","2004","72","","72",""
"Bulgaria","Tunisia","2004","12","","12",""
"Bulgaria","Turkey","2004","90","","90",""
"Bulgaria","Turkmenistan","2004","1","","1",""
"Bulgaria","United Rep. of Tanzania","2004","4","","4",""
"Bulgaria","Various","2004","68","","68",""
"Bulgaria","Yemen","2004","3","","3",""
"Bulgaria","Zambia","2004","4","","4",""
"Bulgaria","Zimbabwe","2004","1","","1",""
"Burkina Faso","Burundi","2004","62","62","62","62"
"Burkina Faso","Cameroon","2004","6","6","6","6"
"Burkina Faso","Central African Rep.","2004","1","1","1","1"
"Burkina Faso","Chad","2004","148","148","148","148"
"Burkina Faso","Congo","2004","83","83","83","83"
"Burkina Faso","Côte d'Ivoire","2004","3","3","3","3"
"Burkina Faso","Dem. Rep. of the Congo","2004","43","43","43","43"
"Burkina Faso","Eritrea","2004","5","5","5","5"
